recipe_title,servings,meal,calories,carbs,protein,fat,ingredients,instructions
Juicy Meatballs,1,dinner,386,16,53,10,180 g ground beef 95/5; 1 slice sandwich bread; 25 g medium onion; 25 g egg whites; 50 g buttermilk; 9 g dry gelatine; 5 g parsley; 2 g chili powder; 2 g paprika; to taste salt; to taste black pepper,"Preheat the oven to 180°C or 350°F. | Add buttermilk and gelatine into a glass and mix until combined. Set aside. | Dice the onion into very small pieces. Peel and grate garlic. Remove the crust from the bread and cut into small cubes. Chop parsley. | Place all ingredients in a bowl: beef, egg whites, garlic, onions, bread, parsley, seasonings, and buttermilk. | Mix everything with your hands until it becomes one large mixture. | Check seasoning by microwaving a small piece of meat for 15 seconds and tasting. Adjust seasoning if needed. | Spray oil into a baking dish. Form small meatballs and place them into the dish. | Bake in the oven for 15-18 minutes. | Optionally, fry the meatballs in a hot pan with oil for 1 minute to develop extra browning."
Egg White Quesadilla,1,lunch,398,39,25,19,1 (20cm or 8inch) wheat tortilla; 100 g egg whites; 1 (or 50 g) medium onion; 150 g pak choi; 1 slice american cheese; 30 g cream cheese; 0.2% fat avocado or 70 g lime (juice) avocado or lime juice; 2 g garlic powder; 2 g oil; to taste salt; to taste black pepper,"Chop up all vegetables into small pieces. Cut the american cheese into small pieces as well. | Add avocado, cheese, lime juice, salt, pepper and garlic powder into a bowl. Mash it with a fork until smooth. | Spread the avocado mix on the tortilla as a layer. | Add oil into a pan (24cm/9.5inch) on medium-high heat and fry the onion and pak choi for 3-4 minutes. | Add salt and pepper and mix. | Add egg whites and immediately follow with the cheese. Spread everything out nicely with a spatula for 30 seconds. | Transfer the egg on top of the tortilla and avocado and spread the eggs with a spatula. Put the tortilla back into the pan. | Flip one side of the tortilla on top of the other to form a quesadilla, and press it down gently with your spatula. Salt the outside of the tortilla and fry both sides for about 30 seconds or until you have a nice color."
Mediterranean Chicken and Orzo,1,dinner,673,60,45,22,"160 g skinless, boneless chicken thighs; 60 g orzo; 150 g red bell pepper; 50 g medium onion; 2 garlic cloves; 75 g spinach; 15 g vegetable broth powder; 250 g water; 25 g light feta cheese; 1 lemon zest; 1/2 lemon juice; 8 g olive oil; to taste Salt; to taste Black pepper","Finely chop the onion and bell pepper. Peel and grate the garlic cloves. Crumble the feta cheese with your hands and place it in a bowl. | Combine the stock powder and water in a glass. | Heat 4g of oil in a 24cm (9.5-inch) pan and sear the chicken thighs on both sides for about 90 seconds. Season with salt and pepper. | Remove the chicken from the pan, then add another 4g of oil. Stir-fry the chopped onion and bell pepper with a pinch of salt for 3 minutes. | Add the grated garlic and orzo, and stir. Next, add the spinach and broth, mix well, and return the chicken to the pan. Cover with a lid and let it simmer for 12 minutes. | Remove the pan from the heat, add the lemon zest and juice, stir again, then top with the crumbled feta cheese. Done!"
Taco Salad,1,lunch,514,35,58,16,200 g taco meat; 150 g romaine lettuce; 100 g cucumber; 100 g tomatoes; 40 g tzatziki; 50 g canned corn,"Make the taco meat and the tzatziki if not already meal prepped. | Chop up all vegetables. | Put the vegetables to a bowl. Top with the cold taco meat, the tzatziki and the corn."
Teriyaki Chicken with Vegetables,1,dinner,337,24,44,9,180 g chicken breast; 50 g medium onion; 100 g kohlrabi; 25 g soy sauce; 10 g honey; 10 g rice vinegar; 2 g cornstarch; 4 g oil,"Optional step: Prepare the chicken as described in the chapter washing and marinating meat to tenderize. | If you don't marinate, cut the chicken into bite-sized cubes and add salt on top of the chicken. | Chop up onion and kohlrabi into roughly the same size. | Place a small glass on a scale. Add soy, honey, rice vinegar, and cornstarch and mix until combined. | Add 2 g of oil to a pan (24cm/9.5 inch) on medium heat. Start with frying onion and kohlrabi for 5 minutes under occasional stirring. | Push the veggies to the edges of the pan, switch the heat to medium-high, add 2 g oil and the chicken breast. Fry the chicken for 2-3 minutes. | Add the sauce and cook until it becomes sticky, around 30 seconds. Serve."
Cod & Potatoes,1,dinner,573,49,53,17,200 g cod fillet; 250 g mealy potatoes; 2 eggs; 50 g medium onion; 6 g oil; to taste salt; to taste black pepper,"Cut potatoes into small cubes. | Add them into a microwave-safe container and microwave them for 5-6 min at 600W. | Cut cod into bitesize pieces. | Crack eggs, and add them into a separate bowl with salt and pepper. Whisk them with a fork. | Add oil to a pan (24cm/9.5 inch) on medium-high heat. Add in the potatoes and fry for 5-6 min. | Add the onion with another bit of oil and keep frying for another 3 minutes. | Add cod into the pan, add salt and pepper and keep frying until cod is cooked through, about 3-5 minutes. | As soon as the cod is soft, mash the cod and mix it with the potatoes and onion. | Add the eggs and cook until the eggs are set, mixing everything together. | Transfer everything to a plate. Done!"
Breakfast Burrito,1,breakfast,510,42,32,25,1 wheat tortilla; 1 egg; 50 g egg whites; serving cream cheese avocado dip; 1 slice american cheese; 1 (or 50 g) medium onion; 50 g deli meat; 2 g oil; to taste salt; to taste black pepper,"Make the avocado cream cheese dip. | Add the oil to a pan on medium heat. | Chop up the onion and the deli meat into small pieces. Start frying them in the pan for around 3 minutes. | Meanwhile, cut the american cheese into small pieces. Crack 1 egg on a plate and add the egg white, add a pinch of salt and black pepper and mix with a fork. Spread the cream cheese avocado dip on the tortilla. | As soon as the onions are caramelized and the deli meat is brown, add the eggs and the cheese and start mixing for 30 seconds. | Remove the eggs and add them to the avocado dip in the tortilla. | Roll up the tortilla into a burrito shape. Flip left and right into the middle first and then roll from the bottom upwards until it is closed. | Place the closed tortilla back into the dry pan and toast the side where the tortilla is closed. Then flip the tortilla to toast all 4 sides."
Avocado Cream Cheese Dip,1,dinner,115,6,4,9,30 g cream cheese (0.2% fat); 70 g avocado or lime (juice); 2 g garlic powder; to taste salt; to taste black pepper,"Place a bowl on a scale. | Add all the ingredients to a bowl and mash everything with a fork. If the avocado is not ripe enough, cut it into small pieces with a knife before adding it to the bowl and mashing."
Minestrone Vegetable Soup,4,lunch,176,28,10,3,300 g broccoli; 150 g kohlrabi; 150 g zucchini; 100 g celery root; 100 g carrot; 100 g large onion; 3 garlic cloves; 400 g crushed tomatoes; 240 g canned beans (cannelini); 1500 g water; 20 g vegetable broth powder; 10 g oil; to taste Salt and black pepper,"Chop up all the vegetables into bite-size pieces. Peel and grate garlic. Rinse the beans. | Start by placing a pot (28cm/11inch) on a stove on medium-high heat. | Add oil and start by frying the onion, carrot and celery for 5-7 minutes. | Add garlic and fry for 20 seconds and then add tomatoes, water, broth powder and beans. Let this simmer for 45-60 minutes with a closed lid. | Add kohlrabi and cook for 10 minutes without the lid. | Add zucchini and broccoli and let it simmer for another 10 minutes. | Try the soup and adjust the taste with salt and pepper. Let it simmer on high heat if you want to make it thicker and less soupy. | Transfer it to a container and store it in the fridge."
Panna Cotta,5,dinner,211,7,14,14,300 g skimmed milk; 200 g heavy cream; 500 g skyr or 0.2% fat Greek yogurt; 50 g water; 9 g dry gelatine; 30 g sweetener; optional Salt; 1 stem lemongrass; 1 piece (thumb size) fresh ginger; 15 g vanilla extract,"Place a big bowl in the fridge to cool. | Prepare aromatics: cut lemongrass into 3 pieces and peel ginger. | Mix water with dry gelatine in a small glass until combined; set aside. | Heat heavy cream and milk in a pot on medium heat, add lemongrass and ginger, simmer for 6-8 minutes. | Remove from heat and let rest for 10 minutes to release flavors. | Remove lemongrass and ginger, add gelatine to the milk and cream mixture. | Add a pinch of salt and whisk until gelatine is dissolved, about 20 seconds. | Add Skyr to the cooled bowl, then pour in the cream mixture and whisk until smooth. | Let sit for 5 minutes, stirring occasionally to prevent separation. | Distribute into 5 containers and refrigerate for at least 2 hours until set."
Rice Cake Sandwich,1,lunch,218,49,7,1,2 rice cakes; 30 g deli meat; 15 g cream cheese; 15 g tomatoes; 15 g lettuce; to taste salt; to taste black pepper,"Place one rice cake on a plate. | Add cream cheese, then deli meat, followed by lettuce and tomatoes, and lastly, sprinkle with salt and black pepper. | Top with the other rice cake, and you're done!"
Quick Cheese Sauce,2,dinner,147,1,19,8,100 g 1% fat cottage cheese; 20 g cheddar; 2 g cayenne pepper; to taste Salt and black pepper; 20 g Parmesan (optional),"Add all the ingredients to a bowl and blend with an immersion blender. | Alternatively, add everything into a mixer, but you will need a bit of milk depending on the size of the blender. | Add cheese sauce into a bowl and microwave for 10-15 seconds. | Don’t overbake it because otherwise, the cheese sauce will break as there is no emulsifier."
BREAKFAST SPICY BURRITO,1,breakfast,489,22,41,24,1 (20cm or 8inch) wheat tortilla; 1 egg; 50 g egg whites; 100 g ground turkey; 1 (or 50 g) medium onion; 15 g shredded cheddar; 10 g soy sauce; 5 g gochujang; 5 g honey; 1 g garlic powder; 1 g cumin; 4 g oil; to taste salt; to taste black pepper,"Chop the onion, and in a glass, combine soy sauce, gochujang, and honey; mix well. | Heat a pan over medium heat, add some oil, and fry the onions with a pinch of salt for 2-3 minutes. | Add more oil and the ground turkey. Spread the meat out with a spatula. Season with cumin, garlic powder, and black pepper. Cook for 1 minute, then flip and cook another minute until cooked through. | Pour in the sauce and stir to combine everything. Add the egg and egg whites, stirring continuously for 45-60 seconds. | Remove the pan from the heat, add everything to a tortilla. Roll into a burrito, then return to the pan to toast all sides until crisp and lightly browned."
Chili con Carne,2,dinner,739,82,69,16,180 g ground beef 95/5; 240 g canned kidney beans; 400 g crushed tomatoes; 50 g medium onion; 150 g red bell pepper; 2 cloves of garlic; 2 g cumin; 3 g chili powder; 5 g cocoa powder; 250 g water; 4 g chicken broth; 9 g dry gelatine; to taste salt; to taste black pepper,"Chop up onions and paprika into bite-size pieces. Peel and grate garlic. Drain the kidney beans. | Add water with broth powder and gelatine into a glass and mix until combined. | Add oil to a pan (24cm/9.5 inch) on medium heat and fry the onions and pepper for 4-5 minutes until they start caramelizing. | Add the ground beef and fry on medium-high heat for 3-4 minutes until the beef starts to get color. | Add in garlic, and keep frying. | Add crushed tomatoes and broth, and stir until smooth. | Add salt, pepper, cumin, chili, and cocoa powder. Mix everything, close the lid and let it simmer on medium heat for 15 minutes. | Remove the lid and if the chili is not thick enough, let it simmer for another 5 minutes to evaporate more liquid."
Spicy Beef & Nachos,1,dinner,617,63,55,17,180 g ground beef 95/5; 2 wheat tortillas; 50 g medium onion; 15 g gochujang; 100 g tomatoes; 25 g soy sauce; 2 g oil; to taste Black pepper,"Dice the onion. Chop up tomatoes into bite-size pieces. Add soy sauce and Gochujang into a small glass and combine with a spoon until smooth. Pre-heat oven to 180°C or 350°F. Cut tortillas into nacho shapes and lay them on top of aluminium foil on a baking sheet. Don’t bake them just yet. | Heat up a pan (24cm/9.5inch) to medium heat, add oil and start with frying the onions for 2-3 minutes. | Switch the heat to medium-high and add in the beef. Keep frying for another 2 minutes. Try to separate the beef with a spatula, so as much beef as possible gets in contact with the pan. | Flip the beef and keep frying for another minute and then add in the tomatoes. | Keep frying the tomatoes for another minute. Add the sauce to the pan and combine everything. Switch off the heat, close the lid and just let it sit there until the nachos are done. | Add the nachos into the oven and bake them for 4-5 minutes until they just start to become brown. | Remove the nachos and add them to a plate. Top them with the beef. Done!"
